Index,Text,Label
1848,My heart is so full of love.,2
1849,"I can't breathe, I'm so scared.",4
1850,I'm speechless from this surprise!,5
1851,The fear is overwhelming.,4
1852,"I can't breathe, I'm so scared.",4
1853,"Wow, I didn't see that coming!",5
1854,Missing those happy times.,0
1855,I can't believe this is happening!,3
1856,My heart is so full of love.,2
1857,I'm so frustrated right now!,3
1858,I'm so frustrated right now!,3
1859,I can't believe this just happened!,5
1860,"I can't breathe, I'm so scared.",4
1861,I can't stop crying.,0
1862,I feel blessed!,1
1863,What a wonderful day!,1
1864,I'm frozen in fear.,4
1865,The fear is overwhelming.,4
1866,This has blown my mind!,5
1867,I'm so grateful for everything!,1
1868,Missing those happy times.,0
1869,Love makes everything better.,2
1870,This is my worst nightmare.,4
1871,"I don't know what to do, I'm so afraid.",4
1872,This is completely unexpected!,5
1873,Today is an amazing day!,1
1874,What a shock!,5
1875,I can't imagine life without you.,2
1876,You complete me.,2
1877,Can't stop smiling today!,1
1878,This is absolutely unacceptable!,3
1879,My heart is so full of love.,2
1880,This is absolutely unacceptable!,3
1881,I'm so frustrated right now!,3
1882,Can't stop smiling today!,1
1883,Things never go my way.,0
1884,Love is the best feeling.,2
1885,Everything feels grey today.,0
1886,What a shock!,5
1887,Love makes everything better.,2
1888,I am so happy right now!,1
1889,I'm frozen in fear.,4
1890,This is infuriating!,3
1891,I can't imagine life without you.,2
1892,What a pleasant surprise!,5
1893,I feel blessed!,1
1894,Why does fear control me like this?,4
1895,My heart is so full of love.,2
1896,Happiness is all around!,1
1897,This is my worst nightmare.,4
1898,I love you more than words can say.,2
1899,"Wow, I didn't see that coming!",5
1900,I'm so scared right now.,4
1901,Love is the best feeling.,2
1902,People are just the worst sometimes!,3
1903,Falling in love all over again.,2
1904,This is absolutely unacceptable!,3
1905,My heart is so full of love.,2
1906,Why does everything feel so hopeless?,0
1907,Everything feels grey today.,0
1908,Why does everything feel so hopeless?,0
1909,You mean the world to me.,2
1910,I never expected this outcome!,5
1911,Life is beautiful!,1
1912,I'm so scared right now.,4
1913,Things never go my way.,0
1914,I never expected this outcome!,5
1915,I'm speechless from this surprise!,5
1916,I am so happy right now!,1
1917,I am so happy right now!,1
1918,People are just the worst sometimes!,3
1919,This is infuriating!,3
1920,I feel blessed!,1
1921,Can't stop smiling today!,1
1922,What a pleasant surprise!,5
1923,My heart is so full of love.,2
1924,Love makes everything better.,2
1925,I can't believe this is happening!,3
1926,What a pleasant surprise!,5
1927,This is completely unexpected!,5
1928,How can people be so inconsiderate?,3
1929,I can't stop crying.,0
1930,My heart is so full of love.,2
1931,My heart is so full of love.,2
1932,"Wow, I didn't see that coming!",5
1933,All I feel is emptiness.,0
1934,I love you more than words can say.,2
1935,My heart skips a beat every time I see you.,2
1936,I feel blessed!,1
1937,This is completely unexpected!,5
1938,Surprised in the best way possible!,5
1939,You mean the world to me.,2
1940,I'm feeling low.,0
1941,This has blown my mind!,5
1942,I'm feeling low.,0
1943,You complete me.,2
1944,Things never go my way.,0
1945,Feeling so down today.,0
1946,This is completely unexpected!,5
1947,What a pleasant surprise!,5
1948,This is completely unexpected!,5
1949,How can people be so inconsiderate?,3
1950,I'm feeling low.,0
1951,I'm so frustrated right now!,3
1952,I'm frozen in fear.,4
1953,I'm speechless from this surprise!,5
1954,I'm so frustrated right now!,3
1955,I wish I could escape this sadness.,0
1956,Everything is just perfect.,1
1957,So angry I could scream!,3
1958,I feel blessed!,1
1959,Love is all we need.,2
1960,Love is the best feeling.,2
1961,Love makes everything better.,2
1962,I'm so grateful for everything!,1
1963,"I don't know what to do, I'm so afraid.",4
1964,I'm feeling low.,0
1965,Can't stop smiling today!,1
1966,"Wow, I didn't see that coming!",5
1967,Feeling on top of the world!,1
1968,Life is beautiful!,1
1969,So angry I could scream!,3
1970,This is terrifying!,4
1971,How can people be so inconsiderate?,3
1972,"I can't breathe, I'm so scared.",4
1973,"I don't know what to do, I'm so afraid.",4
1974,I can't stop crying.,0
1975,This is my worst nightmare.,4
1976,You mean the world to me.,2
1977,This is beyond frustrating.,3
1978,I feel blessed!,1
1979,Happiness is all around!,1
1980,"Wow, I didn't see that coming!",5
1981,Life is beautiful!,1
1982,I can't stop shaking from fear.,4
1983,This is infuriating!,3
1984,Love is all we need.,2
1985,Love is the best feeling.,2
1986,I can't believe this is happening!,3
1987,I can't take this anymore!,3
1988,I feel blessed!,1
1989,Love is the best feeling.,2
1990,Missing those happy times.,0
1991,This is absolutely unacceptable!,3
1992,This has blown my mind!,5
1993,This is absolutely unacceptable!,3
1994,This is my worst nightmare.,4
1995,Missing those happy times.,0
1996,This has blown my mind!,5
1997,Missing those happy times.,0
1998,I'm speechless from this surprise!,5
1999,I never expected this outcome!,5
2000,This is my worst nightmare.,4
2001,Life just feels so unfair right now.,0
2002,Totally caught off guard by this!,5
2003,What a shock!,5
2004,Feeling on top of the world!,1
2005,This is absolutely unacceptable!,3
2006,Life just feels so unfair right now.,0
2007,This is absolutely unacceptable!,3
2008,I'm speechless from this surprise!,5
2009,Can't stop smiling today!,1
2010,I can't stop crying.,0
2011,All I feel is emptiness.,0
2012,Life just feels so unfair right now.,0
2013,I never expected this outcome!,5
2014,I'm frozen in fear.,4
2015,I can't believe this is happening!,3
2016,Why does fear control me like this?,4
2017,Life is beautiful!,1
2018,Surprised in the best way possible!,5
2019,You mean the world to me.,2
2020,Can't stop smiling today!,1
2021,I'm feeling low.,0
2022,I feel blessed!,1
2023,Falling in love all over again.,2
2024,I can't stop shaking from fear.,4
2025,Love is all we need.,2
2026,I'm feeling low.,0
2027,I'm feeling low.,0
2028,I'm so grateful for everything!,1
2029,This has blown my mind!,5
2030,I wish I could escape this sadness.,0
2031,This is my worst nightmare.,4
2032,Feeling on top of the world!,1
2033,Why does fear control me like this?,4
2034,"I don't know what to do, I'm so afraid.",4
2035,Why does everything feel so hopeless?,0
2036,You complete me.,2
2037,Falling in love all over again.,2
2038,"I don't know what to do, I'm so afraid.",4
2039,"I can't breathe, I'm so scared.",4
2040,What a wonderful day!,1
2041,Why does fear control me like this?,4
2042,Everything feels grey today.,0
2043,I'm speechless from this surprise!,5
2044,I'm frozen in fear.,4
2045,I love you more than words can say.,2
2046,Totally caught off guard by this!,5
2047,I am so happy right now!,1
2048,I can't believe this is happening!,3
2049,Why does everything feel so hopeless?,0
2050,You mean the world to me.,2
2051,I am so happy right now!,1
2052,Falling in love all over again.,2
2053,People are just the worst sometimes!,3
2054,Totally caught off guard by this!,5
2055,All I feel is emptiness.,0
2056,All I feel is emptiness.,0
2057,Life is beautiful!,1
2058,I'm speechless from this surprise!,5
2059,This is my worst nightmare.,4
2060,This is absolutely unacceptable!,3
2061,Missing those happy times.,0
2062,"Wow, I didn't see that coming!",5
2063,I'm so frustrated right now!,3
2064,All I feel is emptiness.,0
2065,Fear is taking over me.,4
2066,Missing those happy times.,0
2067,I can't imagine life without you.,2
2068,What a pleasant surprise!,5
2069,I am so happy right now!,1
2070,Love is the best feeling.,2
2071,Why does everything feel so hopeless?,0
2072,Feeling so down today.,0
2073,This is completely unexpected!,5
2074,This is terrifying!,4
2075,So angry I could scream!,3
2076,Missing those happy times.,0
2077,Life just feels so unfair right now.,0
2078,You complete me.,2
2079,I'm so scared right now.,4
2080,"Wow, I didn't see that coming!",5
2081,Missing those happy times.,0
2082,This is beyond frustrating.,3
2083,I'm speechless from this surprise!,5
2084,Love makes everything better.,2
2085,"I don't know what to do, I'm so afraid.",4
2086,I can't imagine life without you.,2
2087,This is beyond frustrating.,3
2088,People are just the worst sometimes!,3
2089,How can people be so inconsiderate?,3
2090,What a wonderful day!,1
2091,I can't imagine life without you.,2
2092,I wish I could escape this sadness.,0
2093,The fear is overwhelming.,4
2094,Everything feels grey today.,0
2095,This is absolutely unacceptable!,3
2096,I'm about to explode with anger.,3
2097,So angry I could scream!,3
2098,Fear is taking over me.,4
2099,Love is all we need.,2
2100,I can't believe this is happening!,3
2101,I'm so scared right now.,4
2102,"Wow, I didn't see that coming!",5
2103,I can't take this anymore!,3
2104,How can people be so inconsiderate?,3
2105,I never expected this outcome!,5
2106,You mean the world to me.,2
2107,What a wonderful day!,1
2108,Falling in love all over again.,2
2109,The fear is overwhelming.,4
2110,I'm speechless from this surprise!,5
2111,Can't stop smiling today!,1
2112,Love is all we need.,2
2113,Happiness is all around!,1
2114,Today is an amazing day!,1
2115,Life just feels so unfair right now.,0
2116,Totally caught off guard by this!,5
2117,Surprised in the best way possible!,5
2118,Life just feels so unfair right now.,0
2119,I can't imagine life without you.,2
2120,Love is all we need.,2
2121,"Wow, I didn't see that coming!",5
2122,This is beyond frustrating.,3
2123,"I can't breathe, I'm so scared.",4
2124,Everything is just perfect.,1
2125,Today is an amazing day!,1
2126,Life just feels so unfair right now.,0
2127,I wish I could escape this sadness.,0
2128,I feel blessed!,1
2129,Things never go my way.,0
2130,"I can't breathe, I'm so scared.",4
2131,This is absolutely unacceptable!,3
2132,You complete me.,2
2133,Why does fear control me like this?,4
2134,Love makes everything better.,2
2135,My heart skips a beat every time I see you.,2
2136,So angry I could scream!,3
2137,I can't stop shaking from fear.,4
2138,I'm about to explode with anger.,3
2139,Fear is taking over me.,4
2140,So angry I could scream!,3
2141,I'm so frustrated right now!,3
2142,So angry I could scream!,3
2143,Why does fear control me like this?,4
2144,I can't stop shaking from fear.,4
2145,This is terrifying!,4
2146,Life just feels so unfair right now.,0
2147,What a wonderful day!,1
2148,People are just the worst sometimes!,3
2149,Fear is taking over me.,4
2150,My heart skips a beat every time I see you.,2
2151,Can't stop smiling today!,1
2152,Love is the best feeling.,2
2153,This is infuriating!,3
2154,I'm speechless from this surprise!,5
2155,"Wow, I didn't see that coming!",5
2156,I can't imagine life without you.,2
2157,You complete me.,2
2158,Feeling on top of the world!,1
2159,I love you more than words can say.,2
2160,"Wow, I didn't see that coming!",5
2161,This is infuriating!,3
2162,This is beyond frustrating.,3
2163,All I feel is emptiness.,0
2164,"Wow, I didn't see that coming!",5
2165,Everything feels grey today.,0
2166,This has blown my mind!,5
2167,What a shock!,5
2168,I wish I could escape this sadness.,0
2169,Missing those happy times.,0
2170,You mean the world to me.,2
2171,I'm frozen in fear.,4
2172,I never expected this outcome!,5
2173,How can people be so inconsiderate?,3
2174,I'm speechless from this surprise!,5
2175,All I feel is emptiness.,0
2176,I can't take this anymore!,3
2177,This is beyond frustrating.,3
2178,I can't imagine life without you.,2
2179,You mean the world to me.,2
2180,Life just feels so unfair right now.,0
2181,Falling in love all over again.,2
2182,You mean the world to me.,2
2183,Happiness is all around!,1
2184,What a shock!,5
2185,I can't imagine life without you.,2
2186,Surprised in the best way possible!,5
2187,I'm so grateful for everything!,1
2188,What a wonderful day!,1
2189,I can't stop shaking from fear.,4
2190,I never expected this outcome!,5
2191,I'm so frustrated right now!,3
2192,I am so happy right now!,1
2193,My heart skips a beat every time I see you.,2
2194,Love makes everything better.,2
2195,I am so happy right now!,1
2196,"I don't know what to do, I'm so afraid.",4
2197,I'm speechless from this surprise!,5
2198,I can't believe this just happened!,5
2199,I never expected this outcome!,5
2200,I'm so grateful for everything!,1
2201,I can't believe this just happened!,5
2202,This is beyond frustrating.,3
2203,Surprised in the best way possible!,5
2204,Surprised in the best way possible!,5
2205,Feeling on top of the world!,1
2206,Falling in love all over again.,2
2207,Why does fear control me like this?,4
2208,I'm so frustrated right now!,3
2209,Feeling on top of the world!,1
2210,Love makes everything better.,2
2211,I can't stop crying.,0
2212,You mean the world to me.,2
2213,I'm about to explode with anger.,3
2214,Feeling on top of the world!,1
2215,I can't imagine life without you.,2
2216,Missing those happy times.,0
2217,I can't believe this just happened!,5
2218,My heart is so full of love.,2
2219,I'm so grateful for everything!,1
2220,Things never go my way.,0
2221,My heart is so full of love.,2
2222,This is my worst nightmare.,4
2223,Love is the best feeling.,2
2224,I'm frozen in fear.,4
2225,What a wonderful day!,1
2226,The fear is overwhelming.,4
2227,You complete me.,2
2228,I can't stop shaking from fear.,4
2229,I can't stop shaking from fear.,4
2230,I can't stop crying.,0
2231,Surprised in the best way possible!,5
2232,"I don't know what to do, I'm so afraid.",4
2233,What a shock!,5
2234,Feeling on top of the world!,1
2235,I love you more than words can say.,2
2236,This is infuriating!,3
2237,Can't stop smiling today!,1
2238,Love is the best feeling.,2
2239,Things never go my way.,0
2240,Why does everything feel so hopeless?,0
2241,Feeling so down today.,0
2242,Life is beautiful!,1
2243,Why does everything feel so hopeless?,0
2244,So angry I could scream!,3
2245,What a pleasant surprise!,5
2246,Happiness is all around!,1
2247,I'm so scared right now.,4
2248,My heart is so full of love.,2
2249,I'm so scared right now.,4
2250,I can't believe this just happened!,5
2251,What a shock!,5
2252,What a shock!,5
2253,I can't imagine life without you.,2
2254,You mean the world to me.,2
2255,I'm so grateful for everything!,1
2256,People are just the worst sometimes!,3
2257,I'm about to explode with anger.,3
2258,I'm so grateful for everything!,1
2259,Fear is taking over me.,4
2260,I can't imagine life without you.,2
2261,All I feel is emptiness.,0
2262,This is my worst nightmare.,4
2263,Things never go my way.,0
2264,Happiness is all around!,1
2265,I can't stop crying.,0
2266,Can't stop smiling today!,1
2267,You mean the world to me.,2
2268,Everything is just perfect.,1
2269,This is completely unexpected!,5
2270,I feel blessed!,1
2271,This is beyond frustrating.,3
2272,Can't stop smiling today!,1
2273,I'm so grateful for everything!,1
2274,How can people be so inconsiderate?,3
2275,I'm so scared right now.,4
2276,"Wow, I didn't see that coming!",5
2277,Love is the best feeling.,2
2278,This has blown my mind!,5
2279,I can't take this anymore!,3
2280,Love is all we need.,2
2281,This is beyond frustrating.,3
2282,Things never go my way.,0
2283,I can't take this anymore!,3
2284,This is terrifying!,4
2285,My heart skips a beat every time I see you.,2
2286,Love is the best feeling.,2
2287,How can people be so inconsiderate?,3
2288,This is infuriating!,3
2289,Surprised in the best way possible!,5
2290,Why does fear control me like this?,4
2291,I can't believe this just happened!,5
2292,This is infuriating!,3
2293,I'm so scared right now.,4
2294,So angry I could scream!,3
2295,This has blown my mind!,5
2296,I'm so grateful for everything!,1
2297,I can't imagine life without you.,2
2298,Everything is just perfect.,1
2299,Life is beautiful!,1
2300,Life just feels so unfair right now.,0
2301,This is absolutely unacceptable!,3
2302,The fear is overwhelming.,4
2303,What a wonderful day!,1
2304,This is infuriating!,3
2305,All I feel is emptiness.,0
2306,I'm so scared right now.,4
2307,Love is all we need.,2
2308,This is my worst nightmare.,4
2309,Surprised in the best way possible!,5
2310,Happiness is all around!,1
2311,Love is the best feeling.,2
2312,I'm so grateful for everything!,1
2313,I'm feeling low.,0
2314,I love you more than words can say.,2
2315,I feel blessed!,1
2316,My heart is so full of love.,2
2317,This is completely unexpected!,5
2318,Missing those happy times.,0
2319,What a pleasant surprise!,5
2320,Love makes everything better.,2
2321,I love you more than words can say.,2
2322,What a shock!,5
2323,I can't believe this just happened!,5
2324,You mean the world to me.,2
2325,Feeling on top of the world!,1
2326,I never expected this outcome!,5
2327,Feeling on top of the world!,1
2328,Feeling on top of the world!,1
2329,Love is all we need.,2
2330,I'm so scared right now.,4
2331,Love is all we need.,2
2332,Totally caught off guard by this!,5
2333,Feeling on top of the world!,1
2334,I can't stop shaking from fear.,4
2335,The fear is overwhelming.,4
2336,This is completely unexpected!,5
2337,Totally caught off guard by this!,5
2338,Love makes everything better.,2
2339,Why does everything feel so hopeless?,0
2340,The fear is overwhelming.,4
2341,Today is an amazing day!,1
2342,I'm feeling low.,0
2343,Everything is just perfect.,1
2344,Totally caught off guard by this!,5
2345,"I can't breathe, I'm so scared.",4
2346,Happiness is all around!,1
2347,Can't stop smiling today!,1
2348,"I can't breathe, I'm so scared.",4
2349,I'm so grateful for everything!,1
2350,Love is all we need.,2
2351,Everything feels grey today.,0
2352,Totally caught off guard by this!,5
2353,I never expected this outcome!,5
2354,Things never go my way.,0
2355,This is completely unexpected!,5
2356,Love makes everything better.,2
2357,Surprised in the best way possible!,5
2358,What a shock!,5
2359,My heart is so full of love.,2
2360,I can't believe this is happening!,3
2361,I can't stop crying.,0
2362,Feeling so down today.,0
2363,I'm speechless from this surprise!,5
2364,I'm speechless from this surprise!,5
2365,Happiness is all around!,1
2366,Totally caught off guard by this!,5
2367,Missing those happy times.,0
2368,You complete me.,2
2369,I'm so grateful for everything!,1
2370,All I feel is emptiness.,0
2371,Falling in love all over again.,2
2372,I can't take this anymore!,3
2373,All I feel is emptiness.,0
2374,This is infuriating!,3
2375,I feel blessed!,1
2376,I'm so grateful for everything!,1
2377,People are just the worst sometimes!,3
2378,All I feel is emptiness.,0
2379,This is absolutely unacceptable!,3
2380,Everything feels grey today.,0
2381,Why does fear control me like this?,4
2382,I'm so scared right now.,4
2383,This is completely unexpected!,5
2384,I feel blessed!,1
2385,I am so happy right now!,1
2386,I can't stop shaking from fear.,4
2387,You complete me.,2
2388,My heart is so full of love.,2
2389,My heart skips a beat every time I see you.,2
2390,I feel blessed!,1
2391,What a shock!,5
2392,Fear is taking over me.,4
2393,This is infuriating!,3
2394,Today is an amazing day!,1
2395,Love makes everything better.,2
2396,Surprised in the best way possible!,5
2397,I'm feeling low.,0
2398,How can people be so inconsiderate?,3
2399,I can't imagine life without you.,2
2400,Life is beautiful!,1
2401,Today is an amazing day!,1
2402,Everything feels grey today.,0
2403,Fear is taking over me.,4
2404,How can people be so inconsiderate?,3
2405,Can't stop smiling today!,1
2406,Fear is taking over me.,4
2407,Why does fear control me like this?,4
2408,"I don't know what to do, I'm so afraid.",4
2409,Life just feels so unfair right now.,0
2410,Everything is just perfect.,1
2411,You mean the world to me.,2
2412,I'm so frustrated right now!,3
2413,My heart is so full of love.,2
2414,Love makes everything better.,2
2415,I love you more than words can say.,2
2416,Feeling so down today.,0
2417,Happiness is all around!,1
2418,"I don't know what to do, I'm so afraid.",4
2419,You mean the world to me.,2
2420,My heart is so full of love.,2
2421,Can't stop smiling today!,1
2422,I can't stop crying.,0
2423,I'm frozen in fear.,4
2424,Everything feels grey today.,0
2425,"Wow, I didn't see that coming!",5
2426,I'm frozen in fear.,4
2427,Can't stop smiling today!,1
2428,Surprised in the best way possible!,5
2429,This is infuriating!,3
2430,The fear is overwhelming.,4
2431,Love makes everything better.,2
2432,What a wonderful day!,1
2433,I'm so grateful for everything!,1
2434,I'm frozen in fear.,4
2435,What a wonderful day!,1
2436,What a wonderful day!,1
2437,I feel blessed!,1
2438,All I feel is emptiness.,0
2439,Things never go my way.,0
2440,Why does everything feel so hopeless?,0
2441,Can't stop smiling today!,1
2442,What a pleasant surprise!,5
2443,I'm feeling low.,0
2444,"I don't know what to do, I'm so afraid.",4
2445,My heart skips a beat every time I see you.,2
2446,I can't stop shaking from fear.,4
2447,What a pleasant surprise!,5
2448,This is completely unexpected!,5
2449,I'm so scared right now.,4
2450,You mean the world to me.,2
2451,Totally caught off guard by this!,5
2452,"Wow, I didn't see that coming!",5
2453,Feeling so down today.,0
2454,I can't take this anymore!,3
2455,My heart is so full of love.,2
2456,I feel blessed!,1
2457,I can't believe this is happening!,3
2458,I feel blessed!,1
2459,Feeling so down today.,0
2460,I can't take this anymore!,3
2461,I'm frozen in fear.,4
2462,I never expected this outcome!,5
2463,"I don't know what to do, I'm so afraid.",4
2464,I'm frozen in fear.,4
2465,Today is an amazing day!,1
2466,I wish I could escape this sadness.,0
2467,So angry I could scream!,3
2468,I am so happy right now!,1
2469,Happiness is all around!,1
2470,This is absolutely unacceptable!,3
2471,I'm frozen in fear.,4
2472,"I can't breathe, I'm so scared.",4
2473,Everything is just perfect.,1
2474,I'm frozen in fear.,4
2475,I'm about to explode with anger.,3
2476,This is infuriating!,3
2477,"I can't breathe, I'm so scared.",4
2478,Missing those happy times.,0
2479,Feeling so down today.,0
2480,Fear is taking over me.,4
2481,Falling in love all over again.,2
2482,I'm about to explode with anger.,3
2483,My heart skips a beat every time I see you.,2
2484,So angry I could scream!,3
2485,I never expected this outcome!,5
2486,I can't stop crying.,0
2487,I'm speechless from this surprise!,5
2488,The fear is overwhelming.,4
2489,I'm about to explode with anger.,3
2490,This is beyond frustrating.,3
2491,What a pleasant surprise!,5
2492,This is beyond frustrating.,3
2493,Feeling so down today.,0
2494,My heart skips a beat every time I see you.,2
2495,This is beyond frustrating.,3
2496,Totally caught off guard by this!,5
2497,Things never go my way.,0
2498,Why does everything feel so hopeless?,0
2499,Love is the best feeling.,2
2500,So angry I could scream!,3
2501,I can't believe this just happened!,5
2502,Love is all we need.,2
2503,My heart is so full of love.,2
2504,I can't imagine life without you.,2
2505,The fear is overwhelming.,4
2506,I wish I could escape this sadness.,0
2507,My heart skips a beat every time I see you.,2
2508,I'm feeling low.,0
2509,I wish I could escape this sadness.,0
2510,Life just feels so unfair right now.,0
2511,This has blown my mind!,5
2512,I'm so grateful for everything!,1
2513,Why does everything feel so hopeless?,0
2514,I'm so frustrated right now!,3
2515,This is absolutely unacceptable!,3
2516,This is my worst nightmare.,4
2517,I wish I could escape this sadness.,0
2518,I'm speechless from this surprise!,5
2519,I'm frozen in fear.,4
2520,"Wow, I didn't see that coming!",5
2521,I'm so grateful for everything!,1
2522,People are just the worst sometimes!,3
2523,You complete me.,2
2524,Everything is just perfect.,1
2525,All I feel is emptiness.,0
2526,This has blown my mind!,5
2527,I can't stop shaking from fear.,4
2528,I'm about to explode with anger.,3
2529,The fear is overwhelming.,4
2530,This is beyond frustrating.,3
2531,Totally caught off guard by this!,5
2532,Falling in love all over again.,2
2533,This is absolutely unacceptable!,3
2534,I can't stop shaking from fear.,4
2535,Today is an amazing day!,1
2536,Why does everything feel so hopeless?,0
2537,"I can't breathe, I'm so scared.",4
2538,I feel blessed!,1
2539,This is terrifying!,4
2540,This is terrifying!,4
2541,Surprised in the best way possible!,5
2542,You mean the world to me.,2
2543,All I feel is emptiness.,0
2544,I'm so frustrated right now!,3
2545,You complete me.,2
2546,Everything feels grey today.,0
2547,What a wonderful day!,1
2548,Feeling so down today.,0
2549,You mean the world to me.,2
2550,"Wow, I didn't see that coming!",5
2551,I'm so scared right now.,4
2552,Today is an amazing day!,1
2553,I love you more than words can say.,2
2554,Everything feels grey today.,0
2555,I can't believe this just happened!,5
2556,I'm so frustrated right now!,3
2557,I can't believe this just happened!,5
2558,I can't stop shaking from fear.,4
2559,This is my worst nightmare.,4
2560,I love you more than words can say.,2
2561,This is absolutely unacceptable!,3
2562,Falling in love all over again.,2
2563,I feel blessed!,1
2564,This is absolutely unacceptable!,3
2565,Feeling on top of the world!,1
2566,I can't believe this is happening!,3
2567,I'm about to explode with anger.,3
2568,I am so happy right now!,1
2569,Love makes everything better.,2
2570,You complete me.,2
2571,I'm so grateful for everything!,1
2572,So angry I could scream!,3
2573,What a wonderful day!,1
2574,I'm frozen in fear.,4
2575,I can't stop shaking from fear.,4
2576,Life is beautiful!,1
2577,Love is all we need.,2
2578,How can people be so inconsiderate?,3
2579,Feeling so down today.,0
2580,Everything is just perfect.,1
2581,"I don't know what to do, I'm so afraid.",4
2582,This is beyond frustrating.,3
2583,So angry I could scream!,3
2584,I never expected this outcome!,5
2585,You mean the world to me.,2
2586,Life is beautiful!,1
2587,The fear is overwhelming.,4
2588,I can't stop shaking from fear.,4
2589,I am so happy right now!,1
2590,Love is all we need.,2
2591,Things never go my way.,0
2592,What a wonderful day!,1
2593,I can't imagine life without you.,2
2594,"I can't breathe, I'm so scared.",4
2595,This is my worst nightmare.,4
2596,I can't take this anymore!,3
2597,This is completely unexpected!,5
2598,Falling in love all over again.,2
2599,Everything feels grey today.,0
2600,This is terrifying!,4
2601,This has blown my mind!,5
2602,What a shock!,5
2603,I wish I could escape this sadness.,0
2604,Can't stop smiling today!,1
2605,I love you more than words can say.,2
2606,I can't stop shaking from fear.,4
2607,This is my worst nightmare.,4
2608,People are just the worst sometimes!,3
2609,This has blown my mind!,5
2610,Everything is just perfect.,1
2611,This is terrifying!,4
2612,The fear is overwhelming.,4
2613,Life is beautiful!,1
2614,Everything feels grey today.,0
2615,People are just the worst sometimes!,3
2616,I can't take this anymore!,3
2617,I can't stop shaking from fear.,4
2618,This is absolutely unacceptable!,3
2619,This has blown my mind!,5
2620,I'm frozen in fear.,4
2621,I wish I could escape this sadness.,0
2622,I'm feeling low.,0
2623,I'm feeling low.,0
2624,What a pleasant surprise!,5
2625,Things never go my way.,0
2626,I'm so frustrated right now!,3
2627,My heart skips a beat every time I see you.,2
2628,I'm frozen in fear.,4
2629,The fear is overwhelming.,4
2630,I can't stop shaking from fear.,4
2631,Falling in love all over again.,2
2632,This has blown my mind!,5
2633,I can't imagine life without you.,2
2634,This is terrifying!,4
2635,Life just feels so unfair right now.,0
2636,I'm speechless from this surprise!,5
2637,What a shock!,5
2638,People are just the worst sometimes!,3
2639,Things never go my way.,0
2640,"I can't breathe, I'm so scared.",4
2641,Totally caught off guard by this!,5
2642,Love is the best feeling.,2
2643,Why does fear control me like this?,4
2644,Fear is taking over me.,4
2645,I can't imagine life without you.,2
2646,Life is beautiful!,1
2647,I'm speechless from this surprise!,5
2648,"I can't breathe, I'm so scared.",4
2649,The fear is overwhelming.,4
2650,Feeling so down today.,0
2651,This is completely unexpected!,5
2652,Missing those happy times.,0
2653,I can't take this anymore!,3
2654,Fear is taking over me.,4
2655,This is absolutely unacceptable!,3
2656,I can't believe this just happened!,5
2657,So angry I could scream!,3
2658,Why does everything feel so hopeless?,0
2659,My heart is so full of love.,2
2660,This has blown my mind!,5
2661,Life is beautiful!,1
2662,Today is an amazing day!,1
2663,This has blown my mind!,5
2664,Falling in love all over again.,2
2665,Love is the best feeling.,2
2666,Totally caught off guard by this!,5
2667,I never expected this outcome!,5
2668,I can't imagine life without you.,2
2669,Why does fear control me like this?,4
2670,This is my worst nightmare.,4
2671,I'm so scared right now.,4
2672,Today is an amazing day!,1
2673,This is absolutely unacceptable!,3
2674,I'm feeling low.,0
2675,Love makes everything better.,2
2676,"I can't breathe, I'm so scared.",4
2677,I can't take this anymore!,3
2678,This is completely unexpected!,5
2679,Can't stop smiling today!,1
2680,I'm speechless from this surprise!,5
2681,Things never go my way.,0
2682,This is absolutely unacceptable!,3
2683,I never expected this outcome!,5
2684,"I can't breathe, I'm so scared.",4
2685,I can't believe this is happening!,3
2686,Why does fear control me like this?,4
2687,I can't imagine life without you.,2
2688,I can't take this anymore!,3
2689,Feeling on top of the world!,1
2690,I never expected this outcome!,5
2691,Everything feels grey today.,0
2692,Love is the best feeling.,2
2693,You complete me.,2
2694,How can people be so inconsiderate?,3
2695,This is completely unexpected!,5
2696,Love makes everything better.,2
2697,People are just the worst sometimes!,3
2698,Totally caught off guard by this!,5
2699,Surprised in the best way possible!,5
2700,Life is beautiful!,1
2701,I can't imagine life without you.,2
2702,Feeling so down today.,0
2703,What a pleasant surprise!,5
2704,My heart skips a beat every time I see you.,2
2705,"I don't know what to do, I'm so afraid.",4
2706,Why does everything feel so hopeless?,0
2707,Fear is taking over me.,4
2708,Fear is taking over me.,4
2709,This is my worst nightmare.,4
2710,You complete me.,2
2711,I can't imagine life without you.,2
2712,Things never go my way.,0
2713,This is infuriating!,3
2714,I feel blessed!,1
2715,Feeling so down today.,0
2716,So angry I could scream!,3
2717,What a pleasant surprise!,5
2718,This is my worst nightmare.,4
2719,Fear is taking over me.,4
2720,You mean the world to me.,2
2721,I'm so grateful for everything!,1
2722,What a pleasant surprise!,5
2723,I'm about to explode with anger.,3
2724,Feeling on top of the world!,1
2725,What a shock!,5
2726,You complete me.,2
2727,What a wonderful day!,1
2728,What a shock!,5
2729,My heart skips a beat every time I see you.,2
2730,Surprised in the best way possible!,5
2731,What a pleasant surprise!,5
2732,Everything is just perfect.,1
2733,Missing those happy times.,0
2734,I can't stop crying.,0
2735,Feeling on top of the world!,1
2736,Everything is just perfect.,1
2737,Why does everything feel so hopeless?,0
2738,I am so happy right now!,1
